word,phonetic,pos,def,example,syn,ant,tags,premium,stub
Disconcert,,word,A vocabulary term from the group: Disturbed / agitated.,"In the ""Disturbed / agitated"" word cluster, disconcert helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Discontinue,,word,At the final stage; concluding.,"She underlined discontinue while reviewing the ""End / stop"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Discontinuity,,noun,At the final stage; concluding.,"In the ""End / stop"" word cluster, discontinuity helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Discord,,word,A vocabulary term from the group: Agreement / harmony.,"In the ""Agreement / harmony"" word cluster, discord helps you spot synonyms on test day.",,opposite cluster,GRE|GMAT|IELTS,false,false
Discordant,,adjective,Describing something related to: Overly noisy (−).,"She underlined discordant while reviewing the ""Overly noisy (−)"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Discount,,word,A vocabulary term from the group: Disregard.,"She underlined discount while reviewing the ""Disregard"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Discredit,,word,A vocabulary term from the group: To prove false / to disprove.,"She underlined discredit while reviewing the ""To prove false / to disprove"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Discreet,,word,A vocabulary term from the group: Secret (−).,"She underlined discreet while reviewing the ""Secret (−)"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Discrepancy,,noun,"A person, thing, or quality related to: Agreement / harmony.","She underlined discrepancy while reviewing the ""Agreement / harmony"" group in her notes.",,opposite cluster,GRE|GMAT|IELTS,false,false
Discriminating,,word,A vocabulary term from the group: Intelligent / wise.,The mentor offered discriminating advice that changed her study habits.,,,GRE|GMAT|IELTS,false,false
Discriminatory,,adjective,Describing something related to: Biased / partial.,"She underlined discriminatory while reviewing the ""Biased / partial"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Discursive,,adjective,Describing something related to: Go off-track.,"She underlined discursive while reviewing the ""Go off-track"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Disdain,,word,A vocabulary term from the group: Mock / disrespect (−).,"In the ""Mock / disrespect (−)"" word cluster, disdain helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Disgruntle,,word,"Full of anger, rage, or irritation.",Her disgruntle reply showed she would not accept the excuse.,,,GRE|GMAT|IELTS,false,false
Disinterested,,word,A vocabulary term from the group: Unbiased / impartial.,"She underlined disinterested while reviewing the ""Unbiased / impartial"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Disjointed,,word,A vocabulary term from the group: Separate / x connected.,"She underlined disjointed while reviewing the ""Separate / x connected"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Dismay,,adjective,Describing something related to: Disturbed / agitated.,"She underlined dismay while reviewing the ""Disturbed / agitated"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Disparage,,noun,"A person, thing, or quality related to: Mock / disrespect (−).","In the ""Mock / disrespect (−)"" word cluster, disparage helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Disparate,/ˈdɪs.pər.ət/,adjective,Essentially different in kind.,The twins chose disparate career paths despite growing up in the same town.,"dissimilar,divergent","similar,alike",GRE|GMAT,false,false
Dispassionate,,verb,To act in a way related to the idea of: Unbiased / impartial.,"She underlined dispassionate while reviewing the ""Unbiased / impartial"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Disposed,,word,A vocabulary term from the group: Inclination.,"She underlined disposed while reviewing the ""Inclination"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Disputatious,,adjective,Describing something related to: Aggressive / argumentative.,"In the ""Aggressive / argumentative"" word cluster, disputatious helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Disquiet,,word,A vocabulary term from the group: Disturbed / agitated.,"In the ""Disturbed / agitated"" word cluster, disquiet helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Dissemble,/dɪˈsem.bəl/,verb,Conceal one's true motives.,He tried to dissemble his nervousness before the interview panel.,"pretend,feign","reveal,expose",GRE,false,false
Disseminate,/dɪˈsem.ɪ.neɪt/,verb,Spread widely.,Leaders met to decide how best to disseminate the dispute.,"distribute,circulate","withhold,suppress",GRE,false,false
Dissent,,adjective,Describing something related to: To object / resist.,"In the ""To object / resist"" word cluster, dissent helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Dissident,,adjective,Describing something related to: Rebellious / unconventional.,"She underlined dissident while reviewing the ""Rebellious / unconventional"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Dissolute,,word,A vocabulary term from the group: Immoral.,"In the ""Immoral"" word cluster, dissolute helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Dissonance,,noun,"A person, thing, or quality related to: Agreement / harmony.","She underlined dissonance while reviewing the ""Agreement / harmony"" group in her notes.",,opposite cluster,GRE|GMAT|IELTS,false,false
Dissuade,,word,A vocabulary term from the group: Restrict / stop / prevent.,"In the ""Restrict / stop / prevent"" word cluster, dissuade helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Distinctive,,adjective,Describing something related to: Easily noticeable.,"In the ""Easily noticeable"" word cluster, distinctive helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Distinguishable,,adjective,Describing something related to: Easily noticeable.,"She underlined distinguishable while reviewing the ""Easily noticeable"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Distraught,,word,A vocabulary term from the group: Disturbed / agitated.,"She underlined distraught while reviewing the ""Disturbed / agitated"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Divergent,,adjective,Describing something related to: Go off-track.,"In the ""Go off-track"" word cluster, divergent helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Diversity,,noun,"A person, thing, or quality related to: Variety / varied.","She underlined diversity while reviewing the ""Variety / varied"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Divulge,,word,A vocabulary term from the group: Reveal / x hide.,"In the ""Reveal / x hide"" word cluster, divulge helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Docile,,word,A vocabulary term from the group: Accept / agree / give in.,"In the ""Accept / agree / give in"" word cluster, docile helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Doctrinaire,,word,A vocabulary term from the group: Dominating (−).,"In the ""Dominating (−)"" word cluster, doctrinaire helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Doctrine,,adjective,Describing something related to: Rule / principle / law.,"In the ""Rule / principle / law"" word cluster, doctrine helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Dogmas,,word,A vocabulary term from the group: Rule / principle / law.,"She underlined dogmas while reviewing the ""Rule / principle / law"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Dogmatic,/dɒɡˈmæt.ɪk/,adjective,Inclined to lay down principles as true.,The situation seemed dogmatic to anyone who read the full report.,"opinionated,doctrinaire","open-minded,flexible",GRE,false,false
Dormant,/ˈdɔː.mənt/,adjective,Having normal physical functions suspended.,"Critics called the proposal dormant, noting that it was having normal physical functions suspended.","inactive,latent","active,awake",GRE|GMAT,false,false
Drab,,word,A vocabulary term from the group: Boring / dull.,"She underlined drab while reviewing the ""Boring / dull"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Dubious,,adjective,Describing something related to: Doubtful.,"She underlined dubious while reviewing the ""Doubtful"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Dupe,,word,A vocabulary term from the group: Cheat / deceive.,"In the ""Cheat / deceive"" word cluster, dupe helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Duplicity,/djuːˈplɪs.ə.ti/,noun,Deceitfulness; double-dealing.,Understanding the duplicity helps you grasp the author's argument.,"deception,deceit","honesty,sincerity",GRE,false,false
Dwarf,,word,A vocabulary term from the group: Small.,"In the ""Small"" word cluster, dwarf helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Dwindle,,word,Reduced in intensity or amount.,Officials hoped the treaty would dwindle tensions along the border.,,,GRE|GMAT|IELTS,false,false
Dynamic,,adjective,Describing something related to: Enthusiastic / excited.,"She underlined dynamic while reviewing the ""Enthusiastic / excited"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Ebb,,word,Reduced in intensity or amount.,Officials hoped the treaty would ebb tensions along the border.,,,GRE|GMAT|IELTS,false,false
Ebullient,/ɪˈbʌl.i.ənt/,adjective,Cheerful and full of energy.,"Critics called the proposal ebullient, noting that it was cheerful and full of energy.","exuberant,enthusiastic","gloomy,depressed",GRE,false,false
Eccentric,,adjective,Describing something related to: Strange.,"In the ""Strange"" word cluster, eccentric helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Eclectic,/ɪˈklek.tɪk/,adjective,Deriving ideas from a broad range.,"Critics called the proposal eclectic, noting that it was deriving ideas from a broad range.","diverse,varied","narrow,uniform",GRE,false,false
Ecstasy,,adjective,"Full of happiness, joy, or delight.",The ecstasy mood in the hall lifted after the good news.,,,GRE|GMAT|IELTS,false,false
Efface,,word,A vocabulary term from the group: Remove / destroy.,"In the ""Remove / destroy"" word cluster, efface helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Effervescent,,adjective,Describing something related to: Enthusiastic / excited.,"In the ""Enthusiastic / excited"" word cluster, effervescent helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Efficacy,/ˈef.ɪ.kə.si/,noun,The ability to produce a result.,Understanding the efficacy helps you grasp the author's argument.,"effectiveness,potency","ineffectiveness,weakness",GRE|GMAT,false,false
Effulgent,,adjective,Describing something related to: Shining.,"In the ""Shining"" word cluster, effulgent helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Egalitarian,/ɪˌɡæl.ɪˈteə.ri.ən/,adjective,Believing all people are equal.,The situation seemed egalitarian to anyone who read the full report.,"equalitarian,fair","elitist,hierarchical",GRE,false,false
Egotistical,,adjective,Describing something related to: Overly proud (−).,"In the ""Overly proud (−)"" word cluster, egotistical helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Egregious,,adjective,Describing something related to: Horrifying / shocking.,"In the ""Horrifying / shocking"" word cluster, egregious helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Elated,,word,"Full of happiness, joy, or delight.",She felt elated when the scholarship letter finally arrived.,,,GRE|GMAT|IELTS,false,false
Elitist,,word,A vocabulary term from the group: Overly proud (−).,"In the ""Overly proud (−)"" word cluster, elitist helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Eloquent,,adjective,Describing something related to: Fluent / clear.,"She underlined eloquent while reviewing the ""Fluent / clear"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Elucidate,,verb,To act in a way related to the idea of: Clear · Physically & in meaning.,"In the ""Clear · Physically & in meaning"" word cluster, elucidate helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Elude,,word,A vocabulary term from the group: Avoid / dodge.,"She underlined elude while reviewing the ""Avoid / dodge"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Elusive,,adjective,Describing something related to: Avoid / dodge.,"She underlined elusive while reviewing the ""Avoid / dodge"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Emancipate,,verb,To act in a way related to the idea of: Restrain / x set free.,"She underlined emancipate while reviewing the ""Restrain / x set free"" group in her notes.",,opposite cluster,GRE|GMAT|IELTS,false,false
Embellish,/ɪmˈbel.ɪʃ/,verb,Make more attractive; exaggerate.,Leaders met to decide how best to embellish the dispute.,"adorn,decorate","strip,simplify",GRE,false,false
Embody,,adjective,Describing something related to: Best example.,"In the ""Best example"" word cluster, embody helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Eminent,,adjective,Describing something related to: Famous / superior.,"In the ""Famous / superior"" word cluster, eminent helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Empathy,,adjective,Describing something related to: Sympathy.,"In the ""Sympathy"" word cluster, empathy helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Emphatic,,adjective,Describing something related to: Sure / certain / x conditional.,"She underlined emphatic while reviewing the ""Sure / certain / x conditional"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Empirical,/ɪmˈpɪr.ɪ.kəl/,adjective,Based on observation or experience.,"Critics called the proposal empirical, noting that it was based on observation or experience.","observed,experimental","theoretical,hypothetical",GRE|GMAT,false,false
Emulate,/ˈem.jə.leɪt/,verb,Match or surpass by imitation.,The team hoped the policy would emulate the problem over time.,"imitate,mimic","neglect,ignore",GRE,false,false
Enamored,,word,A vocabulary term from the group: Attract / fascinate.,"She underlined enamored while reviewing the ""Attract / fascinate"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Encomiastic,,adjective,Expressing praise or admiration.,The coach took a moment to encomiastic the team for its hard work.,,,GRE|GMAT|IELTS,false,false
Encompass,,word,A vocabulary term from the group: Include everything.,"She underlined encompass while reviewing the ""Include everything"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Encroach,,word,A vocabulary term from the group: Enter without permission.,"She underlined encroach while reviewing the ""Enter without permission"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Endemic,,adjective,Describing something related to: Widespread · –.,"She underlined endemic while reviewing the ""Widespread · –"" group in her notes.",,opposite cluster,GRE|GMAT|IELTS,false,false
Endorse,,word,A vocabulary term from the group: Supporter / x enemy.,"In the ""Supporter / x enemy"" word cluster, endorse helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Endure,,noun,At the final stage; concluding.,"She underlined endure while reviewing the ""Resolute / determined (+)"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Enervate,/ˈen.ə.veɪt/,verb,Cause to feel drained of energy.,The announcement threatened to enervate protests across the city.,"weaken,exhaust","invigorate,energize",GRE,false,false
Enfeeble,,word,"Lacking strength, power, or effectiveness.","In the ""To lose strength / to weaken"" word cluster, enfeeble helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Enfranchise,,verb,To act in a way related to the idea of: Right to vote.,"In the ""Right to vote"" word cluster, enfranchise helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Enhance,/ɪnˈhɑːns/,verb,Intensify or improve quality.,Poor communication only served to enhance the misunderstanding.,"improve,boost","diminish,reduce",GRE|IELTS,false,false
Enigma,/ɪˈnɪɡ.mə/,noun,A person or thing that is mysterious.,The enigma in the story refused to follow the crowd without question.,"puzzle,riddle","explanation,certainty",GRE,false,false
Enlightened,,word,A vocabulary term from the group: Detailed knowledge / intellectual.,"She underlined enlightened while reviewing the ""Detailed knowledge / intellectual"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Enlightenment,,noun,"A person, thing, or quality related to: Detailed knowledge / intellectual.","In the ""Detailed knowledge / intellectual"" word cluster, enlightenment helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Ennui,,word,A vocabulary term from the group: Attract / fascinate.,"She underlined ennui while reviewing the ""Attract / fascinate"" group in her notes.",,opposite cluster,GRE|GMAT|IELTS,false,false
Enrage,,noun,"Full of anger, rage, or irritation.",The unfair ruling left the crowd enrage and restless.,,,GRE|GMAT|IELTS,false,false
Ensue,,word,A vocabulary term from the group: After effects.,"In the ""After effects"" word cluster, ensue helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Enthrall,,word,A vocabulary term from the group: Attract / fascinate.,"In the ""Attract / fascinate"" word cluster, enthrall helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Entice,,word,A vocabulary term from the group: Tempt (−).,"In the ""Tempt (−)"" word cluster, entice helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Entreaty,,noun,"A person, thing, or quality related to: Plead.","In the ""Plead"" word cluster, entreaty helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Entrenched,,word,A vocabulary term from the group: Inborn / firmly fixed.,"In the ""Inborn / firmly fixed"" word cluster, entrenched helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Enunciate,,verb,To act in a way related to the idea of: Fluent / clear.,"In the ""Fluent / clear"" word cluster, enunciate helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Ephemeral,/ɪˈfem.ər.əl/,adjective,Lasting for a very short time.,"Their relief was ephemeral, disappearing as soon as the next deadline appeared.","transient,fleeting","permanent,eternal",GRE|GMAT,false,false
Epidemic,,adjective,Describing something related to: Widespread · –.,"In the ""Widespread · –"" word cluster, epidemic helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Epithet,,word,Expressing criticism or strong disapproval.,Editorials began to epithet the mayor for ignoring early warnings.,,,GRE|GMAT|IELTS,false,false
Epitome,/ɪˈpɪt.ə.mi/,noun,A perfect example of a quality.,The essay turned on the epitome introduced in the opening paragraph.,"embodiment,archetype","opposite,antithesis",GRE|GMAT,false,false
Equanimity,/ˌek.wəˈnɪm.ə.ti/,noun,Mental calmness and composure.,The passage defines equanimity as mental calmness and composure.,"composure,poise","agitation,anxiety",GRE,false,false
Equitable,,adjective,Describing something related to: Unbiased / impartial.,"In the ""Unbiased / impartial"" word cluster, equitable helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Equivocal,/ɪˈkwɪv.ə.kəl/,adjective,Open to more than one interpretation.,"In context, the word equivocal means open to more than one interpretation.","ambiguous,vague","unequivocal,explicit",GRE|GMAT,false,false
Equivocation,,noun,"Honest, truthful, and straightforward.","Investors wanted a equivocation explanation, not polished marketing language.",,opposite cluster,GRE|GMAT|IELTS,false,false
Eradicate,,verb,To act in a way related to the idea of: Remove / destroy.,"In the ""Remove / destroy"" word cluster, eradicate helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Erode,,word,"Lacking strength, power, or effectiveness.","She underlined erode while reviewing the ""To lose strength / to weaken"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Erratic,,adjective,Describing something related to: Fickle / fluctuating.,"In the ""Fickle / fluctuating"" word cluster, erratic helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Erroneous,,adjective,Intended to mislead or deceive.,"In the ""Fake / deceptive"" word cluster, erroneous helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Erstwhile,,word,A vocabulary term from the group: Co-existing.,Her erstwhile donation surprised a charity that expected far less.,,opposite cluster,GRE|GMAT|IELTS,false,false
Erudite,/ˈer.ʊ.daɪt/,adjective,Having great knowledge.,"In context, the word erudite means having great knowledge.","learned,scholarly","ignorant,uneducated",GRE,false,false
Esoteric,/ˌes.əˈter.ɪk/,adjective,Intended for a small group.,The situation seemed esoteric to anyone who read the full report.,"obscure,arcane","common,popular",GRE,false,false
Espouse,,word,A vocabulary term from the group: Supporter / x enemy.,"In the ""Supporter / x enemy"" word cluster, espouse helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Estrange,,word,A vocabulary term from the group: Make hostile.,"She underlined estrange while reviewing the ""Make hostile"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Euphemism,/ˈjuː.fə.mɪ.zəm/,noun,A mild word substituting for a harsh one.,Her closing euphemism reminded the audience why the issue mattered.,"understatement,politeness","dysphemism,bluntness",GRE,false,false
Euphony,,adjective,Describing something related to: Pleasant sounding.,"In the ""Pleasant sounding"" word cluster, euphony helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Euphoria,,word,"Full of happiness, joy, or delight.",She felt euphoria when the scholarship letter finally arrived.,,,GRE|GMAT|IELTS,false,false
Evade,,word,A vocabulary term from the group: Avoid / dodge.,"She underlined evade while reviewing the ""Avoid / dodge"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Evanescent,,adjective,Describing something related to: Short lived.,"In the ""Short lived"" word cluster, evanescent helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Evasive,,adjective,Describing something related to: Avoid / dodge.,"She underlined evasive while reviewing the ""Avoid / dodge"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Evenhanded,,word,A vocabulary term from the group: Unbiased / impartial.,"In the ""Unbiased / impartial"" word cluster, evenhanded helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Evocative,,adjective,Describing something related to: Remembering the past.,"In the ""Remembering the past"" word cluster, evocative helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Exacerbate,/ɪɡˈzæs.ə.beɪt/,verb,Make a problem worse.,"In the passage, the author uses exacerbate to mean make a problem worse.","worsen,aggravate","alleviate,improve",GRE|GMAT,false,false
Exacting,,word,A vocabulary term from the group: Thorough / precise.,"She underlined exacting while reviewing the ""Thorough / precise"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Exalt,,word,Expressing praise or admiration.,The coach took a moment to exalt the team for its hard work.,,,GRE|GMAT|IELTS,false,false
Exasperate,,verb,Make someone angry or irritated.,The unfair ruling left the crowd exasperate and restless.,,,GRE|GMAT|IELTS,false,false
Excise,,verb,To act in a way related to the idea of: Remove / destroy.,"She underlined excise while reviewing the ""Remove / destroy"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Excoriate,,verb,Express strong disapproval or criticism.,Opponents excoriate the plan as costly and poorly timed.,,,GRE|GMAT|IELTS,false,false
Exemplify,,adjective,Describing something related to: Best example.,"She underlined exemplify while reviewing the ""Best example"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Exhaustive,,adjective,Describing something related to: Include everything.,"In the ""Include everything"" word cluster, exhaustive helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Exhilaration,,noun,"Full of happiness, joy, or delight.",A exhilaration crowd gathered outside the theater on opening night.,,,GRE|GMAT|IELTS,false,false
Exhort,,word,A vocabulary term from the group: Persuade.,"In the ""Persuade"" word cluster, exhort helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Exigent,/ˈek.sɪ.dʒənt/,adjective,Requiring immediate action.,The situation seemed exigent to anyone who read the full report.,"urgent,pressing","unimportant,trivial",GRE,false,false
Exiguous,,adjective,Describing something related to: Very less (−).,Cooler weather helped exiguous the swelling in his ankle.,,,GRE|GMAT|IELTS,false,false
Exonerate,/ɪɡˈzɒn.ə.reɪt/,verb,Absolve from blame.,Leaders met to decide how best to exonerate the dispute.,"vindicate,acquit","convict,blame",GRE,false,false
Exorbitant,,adjective,Describing something related to: Very high price (−).,"In the ""Very high price (−)"" word cluster, exorbitant helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Exotic,,adjective,Describing something related to: Native / local.,"In the ""Native / local"" word cluster, exotic helps you spot synonyms on test day.",,opposite cluster,GRE|GMAT|IELTS,false,false
Expansive,,adjective,Describing something related to: Include everything.,"She underlined expansive while reviewing the ""Include everything"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Expedite,,word,A vocabulary term from the group: Activate / speed up.,"In the ""Activate / speed up"" word cluster, expedite helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Expendable,,adjective,Describing something related to: Unimportant / trivial.,"In the ""Unimportant / trivial"" word cluster, expendable helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Experiential,,adjective,Describing something related to: Guesswork / unproven theory.,"In the ""Guesswork / unproven theory"" word cluster, experiential helps you spot synonyms on test day.",,opposite cluster,GRE|GMAT|IELTS,false,false
Expiate,,verb,To act in a way related to the idea of: Correct / repair.,"In the ""Correct / repair"" word cluster, expiate helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Explicit,,word,A vocabulary term from the group: Hint / indirect reference.,"In the ""Hint / indirect reference"" word cluster, explicit helps you spot synonyms on test day.",,opposite cluster,GRE|GMAT|IELTS,false,false
Expostulate,,verb,To act in a way related to the idea of: To prove false / to disprove.,"In the ""To prove false / to disprove"" word cluster, expostulate helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Expound,,word,A vocabulary term from the group: Clear · Physically & in meaning.,"She underlined expound while reviewing the ""Clear · Physically & in meaning"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Expropriate,,verb,To act in a way related to the idea of: Take away forcibly.,"She underlined expropriate while reviewing the ""Take away forcibly"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Expurgate,,verb,To act in a way related to the idea of: Get rid of / cleanse.,"She underlined expurgate while reviewing the ""Get rid of / cleanse"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Extemporaneous,,adjective,Describing something related to: Planned / x spontaneous.,"She underlined extemporaneous while reviewing the ""Planned / x spontaneous"" group in her notes.",,opposite cluster,GRE|GMAT|IELTS,false,false
Extenuating,,word,A vocabulary term from the group: Calm down · + / to make less worse.,The medicine did little to extenuating her anxiety before the exam.,,,GRE|GMAT|IELTS,false,false
Exterminate,,verb,To act in a way related to the idea of: Remove / destroy.,"In the ""Remove / destroy"" word cluster, exterminate helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Extol,/ɪkˈstəʊl/,verb,Praise enthusiastically.,Historians continue to extol her courage during the crisis.,"laud,acclaim","criticize,condemn",GRE,false,false
Extraneous,/ɪkˈstreɪ.ni.əs/,adjective,Irrelevant to the subject.,"Critics called the proposal extraneous, noting that it was irrelevant to the subject.","irrelevant,superfluous","relevant,essential",GRE|GMAT,false,false
Extrapolate,,verb,To act in a way related to the idea of: To infer.,"She underlined extrapolate while reviewing the ""To infer"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Extravagance,,noun,At the final stage; concluding.,"She underlined extravagance while reviewing the ""Spend lavishly / waste (−)"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Extricate,/ˈeks.trɪ.keɪt/,verb,Free from a constraint.,Leaders met to decide how best to extricate the dispute.,"disentangle,liberate","entangle,imprison",GRE,false,false
Exuberant,/ɪɡˈzuː.bər.ənt/,adjective,Filled with lively energy.,The situation seemed exuberant to anyone who read the full report.,"ebullient,enthusiastic","gloomy,depressed",GRE,true,false
Exultant,,adjective,"Full of happiness, joy, or delight.",A exultant crowd gathered outside the theater on opening night.,,,GRE|GMAT|IELTS,false,false
Fabricate,,verb,Intended to mislead or deceive.,"She underlined fabricate while reviewing the ""Fake / deceptive"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Facile,,word,A vocabulary term from the group: Difficult.,"In the ""Difficult"" word cluster, facile helps you spot synonyms on test day.",,opposite cluster,GRE|GMAT|IELTS,false,false
Facilitate,/fəˈsɪl.ɪ.teɪt/,verb,Make an action easier.,Leaders met to decide how best to facilitate the dispute.,"ease,enable","hinder,impede",GRE|GMAT,true,false
Faction,,noun,"A person, thing, or quality related to: Agreement / harmony.","In the ""Agreement / harmony"" word cluster, faction helps you spot synonyms on test day.",,opposite cluster,GRE|GMAT|IELTS,false,false
Fallacious,/fəˈleɪ.ʃəs/,adjective,Based on a mistaken belief.,"In context, the word fallacious means based on a mistaken belief.","false,flawed","valid,sound",GRE,true,false
Falter,,word,A vocabulary term from the group: Unsteady.,"In the ""Unsteady"" word cluster, falter helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Fanatic,,adjective,Describing something related to: Dangerously extreme believer / loyalty.,"Investors wanted a fanatic explanation, not polished marketing language.",,,GRE|GMAT|IELTS,false,false
Fastidious,,adjective,Describing something related to: Thorough / precise.,"She underlined fastidious while reviewing the ""Thorough / precise"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Fathom,,word,A vocabulary term from the group: Understand.,"She underlined fathom while reviewing the ""Understand"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Faze,,word,A vocabulary term from the group: Disturbed / agitated.,"In the ""Disturbed / agitated"" word cluster, faze helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Feasible,,adjective,Describing something related to: Practical / possible.,"She underlined feasible while reviewing the ""Practical / possible"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Feckless,,adjective,Describing something related to: Ineffective.,"In the ""Ineffective"" word cluster, feckless helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
